AxIS Spike File,C:\Users\Emily Gordon\ONEDRI~1\DPHILO~1\DBROTA~1\MEAPRO~1\MEAPAP~1\MEA_PA~1\MADDY_~1\AGONIS~1\WTHIPP~3.SPK
File Type,24-well

Analysis Start,0.000000
Analysis End,120.000000
Active Electrode Criterion (spks/min), 5
Minimum Covered Resistance (kOhms),18
Remove Coincident Artifacts,False

Electrode Burst Settings,
    Algorithm,ISI Threshold,
    Min # of Spikes,5.000000
    Max ISI (ms),100.000000

Network Burst Settings,
    Algorithm,ISI Threshold,
    Min # of Spikes,50.000000
    Max ISI (ms),100.000000
    Min # of Electrodes (%),35.000000

Synchrony Settings,
    Synchrony Window,20.000000

Average Network Burst Analysis Settings,
    Number of network bursts vary by well
    Network Burst Window Start (ms),0.000000
    Network Burst Window End (ms),500.000000
    Bin Size (ms),1.000000

Well Averages,A1,A2,A3,A4,A5,A6,B1,B2,B3,B4,B5,B6,C1,C2,C3,C4,C5,C6,D1,D2,D3,D4,D5,D6,
Treatment/ID,CAP [100 nM],CAP [100 nM],AITC [1 µM],AITC [1 µM],KCl [1 mM],KCl [1 mM],CAP [1 µM],CAP [1 µM],AITC [10 µM],AITC [10 µM],KCl [10 mM],KCl [10 mM],CAP [10 µM],CAP [10 µM],AITC [100 µM],AITC [100 µM],KCl [50 mM],KCl [50 mM],CTRL,DMSO [0.01 %],CTRL,DMSO [0.01 %],CTRL,DMSO [0.01 %]
    Number of Spikes per Network Burst per Channel - Avg,78.810897,12.666667,41.923148,14.375000, ,27.672294, , ,20.168651,7.912424,10.300000,20.263731,10.253333, , ,11.444444, , ,18.376364, ,14.916667,12.666667, , 
    Number of Spikes per Network Burst per Channel - Std,7.456350, ,15.473511,4.566636, ,23.859719, , ,14.188093,0.788411,1.693123,5.241948,2.641520, , ,1.261980, , ,9.862901, ,10.247967,1.136515, , 
    Network Burst Percentage,100.000000,11.317945,100.000000,94.000000, ,92.182131, , ,98.378675,31.369661,20.868993,85.446009,57.085561, , ,51.551313, , ,63.170347, ,38.166311,39.707419, , 
    Network IBI Coefficient of Variation, , ,0.614208,0.698222, ,0.817249, , ,0.445688,0.540447,0.433177,0.463749,0.579461, , ,0.605446, , ,1.320197, ,0.594372,0.807333, , 
    Network Normalized Duration IQR, , ,0.723545,0.752632, ,4.889115, , ,0.647119,0.000000,0.000000,0.525441,0.156995, , , , , ,1.734760, , ,0.101893, , 
Synchrony Metrics
    Area Under Normalized Cross-Correlation,0.465482,0.295615,0.704674,0.172840,0.125122,0.369070,0.146424,0.025630,0.743917,0.394441,0.137850,0.294715,0.148544,0.109794,0.003291,0.084276,0.000000,0.000000,0.168687,0.000000,0.157596,0.129103,0.063208,0.000000
    Area Under Cross-Correlation,3.585000,0.589167,17.200694,0.180764,0.088542,3.146458,0.147014,0.010278,13.143750,1.167569,0.533542,20.706111,0.376042,0.124167,0.001319,0.130347,0.000000,0.000000,2.199583,0.000000,0.383056,0.457431,0.015417,0.000000
    Full Width at Half Height of Normalized Cross-Correlation,10.000000,11.000000,12.000000,12.000000,9.000000,12.000000,11.000000,4.000000,18.000000,9.000000,16.000000,21.000000,10.000000,14.000000,13.000000,16.000000, , ,5.000000, ,8.000000,12.000000,20.000000, 
    Full Width at Half Height of Cross-Correlation,31.000000,18.000000,35.000000,23.000000,23.000000,32.000000,18.000000,9.000000,60.000000,18.000000,57.000000,133.000000,48.000000,35.000000,20.000000,51.000000, , ,30.000000, ,27.000000,70.000000,38.000000, 
    Synchrony Index,0.713172,0.471351,0.762296,0.436639,0.240422,0.514414,0.340535,0.260305,0.848142,0.547147,0.241820,0.455246,0.274957,0.499767,0.113351,0.311560,0.000000,0.000000,0.277512,0.000000,0.398511,0.321065,0.792219,0.000000
    Kreuz SPIKE Distance, , , , , , , , , , , , , , , , , , , , , , , , 
Average Network Burst Metrics
    Start Electrode,13.000000,13.000000,11.000000,31.000000, ,21.000000, , ,44.000000,43.000000,13.000000,33.000000,43.000000, , ,11.000000, , ,31.000000, ,32.000000,32.000000, , 
    Percent Bursts with Start Electrode,50.000000,100.000000,66.666667,50.000000, ,37.500000, , ,66.666667,80.000000,80.000000,32.558140,80.000000, , ,100.000000, , ,43.750000, ,66.666667,80.000000, , 
    Burst Peak (Max Spikes per sec),6000.000000,6000.000000,4666.666667,1500.000000, ,2375.000000, , ,5000.000000,2600.000000,1600.000000,1325.581395,1800.000000, , ,1333.333333, , ,1187.500000, ,1666.666667,1600.000000, , 
    Time to Burst Peak (ms),226.500000,15.500000,24.500000,10.500000, ,6.500000, , ,16.500000,8.500000,28.500000,62.500000,86.500000, , ,94.500000, , ,40.500000, ,127.500000,43.500000, , 
Viability Metrics
    Resistance - Avg (kOhms),19.770250,26.518118,24.116760,11.138445,11.583512,17.817479,16.264292,15.427930,31.519255,24.052650,15.458106,25.993402,21.634342,20.805871,15.040258,18.240790,17.233811,12.902696,19.192503,6.242499,19.908173,16.413820,15.788838,12.166023
    Resistance - Std (kOhms),9.505415,10.401978,8.799999,3.102589,4.184133,10.662651,8.895678,9.110876,10.640491,9.622967,6.300660,12.753565,8.793057,12.806515,6.188105,7.556767,12.766933,9.723661,10.051175,0.174733,7.754009,8.660866,10.072585,5.555336
    Number of Covered Electrodes,6.000000,11.000000,11.000000,1.000000,1.000000,5.000000,4.000000,3.000000,13.000000,11.000000,4.000000,8.000000,7.000000,5.000000,3.000000,5.000000,4.000000,2.000000,8.000000,0.000000,7.000000,3.000000,3.000000,1.000000
