AxIS Spike File,C:\Users\Emily Gordon\OneDrive - Nexus365\DPhil OXION\DB Rotation\MEA Project\MEA Paper\MEA_paper_hippocampal_data_analysis\Maddy_WT Hippocampal Culture\Blockers Challenge_04-05-23\WT hippocampal culture_32DIV_05-05-2023_BlockersChallenge-24h(000).spk
File Type,24-well

Analysis Start,0.000000
Analysis End,120.000000
Active Electrode Criterion (spks/min), 5
Minimum Covered Resistance (kOhms),18
Remove Coincident Artifacts,False

Electrode Burst Settings,
    Algorithm,ISI Threshold,
    Min # of Spikes,5.000000
    Max ISI (ms),100.000000

Network Burst Settings,
    Algorithm,ISI Threshold,
    Min # of Spikes,50.000000
    Max ISI (ms),100.000000
    Min # of Electrodes (%),35.000000

Synchrony Settings,
    Synchrony Window,20.000000

Average Network Burst Analysis Settings,
    Number of network bursts vary by well
    Network Burst Window Start (ms),0.000000
    Network Burst Window End (ms),500.000000
    Bin Size (ms),1.000000

Well Averages,A1,A2,A3,A4,A5,A6,B1,B2,B3,B4,B5,B6,C1,C2,C3,C4,C5,C6,D1,D2,D3,D4,D5,D6,
Treatment/ID,Mefloquine [30 µM],D-AP5 [50 µM],CNQX [10 µM],Mefloquine [30 µM],D-AP5 [50 µM],CNQX [10 µM],Mefloquine [30 µM],D-AP5 [50 µM],CNQX [10 µM],Mefloquine [30 µM],D-AP5 [50 µM],CNQX [10 µM],Mefloquine [10 µM],D-AP5 [25 µM],CNQX [5 µM],Mefloquine [10 µM],D-AP5 [25 µM],CNQX [5 µM],Mefloquine [10 µM],D-AP5 [25 µM],CNQX [5 µM],Mefloquine [10 µM],D-AP5 [25 µM],CNQX [5 µM]
    Number of Bursts,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,0.000000,7.000000,7.000000,9.000000,0.000000,0.000000,4.000000,0.000000,15.000000,9.000000,16.000000,0.000000,6.000000,6.000000,7.000000,20.000000,1.000000,3.000000,7.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,3.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,30.000000,11.000000,25.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.000000,0.000000,3.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.000000,14.000000,14.000000,31.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.000000,2.000000,2.000000,0.000000,36.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,36.000000,9.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.000000,0.000000,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,21.000000,0.000000,2.000000,0.000000,0.000000,3.000000,4.000000,2.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
    Burst Duration - Avg (sec), , , , , , , , , , , , , , , , ,0.037020, ,0.052126,0.039874,0.042169, , ,0.031280, ,0.040896,0.047164,0.068660, ,0.041933,0.028160,0.044903,0.061584,0.197920,0.137013,0.103154,0.155520, ,0.176000, ,0.164480,0.195440,0.171760,0.187120,0.149760, ,0.154560,0.314480, , , , , , , , , , , , , , , , , , ,0.079413,0.142604,0.087210, , , , , , , ,0.142907, , ,0.163760, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.045627, , ,0.039200, , , ,0.021680, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.047142,0.073971,0.068343,0.056013, , , , , , , , , , ,0.050736,0.171120,0.122960, ,0.164976, , ,0.025640, , , ,0.059493,0.026649, , , ,0.036960, , , , , , , , , , , , , , , , ,0.041280, , ,0.068171, , , , , , , ,0.017880, , , , , , , , , , , , , , , , , , , , , , ,0.099440, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.046598, ,0.089400, , ,0.128933,0.065240,0.161600, ,0.198720, ,0.044240, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.233760
    Burst Duration - Std (sec), , , , , , , , , , , , , , , , ,0.013853, ,0.025145,0.012688,0.012655, , ,0.006316, ,0.018335,0.013365,0.032623, ,0.012119,0.010978,0.012450,0.037367, ,0.146658,0.073967, , , , , , , , , , ,0.211365, , , , , , , , , , , , , , , , , , , ,0.154996,0.219870,0.168296, , , , , , , ,0.109817, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.021246, , ,0.017919, , , ,0.003055, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.030199,0.034789,0.029894,0.041110, , , , , , , , , , ,0.033280,0.042540,0.038467, ,0.115055, , ,0.013294, , , ,0.037182,0.013501, , , , , , , , , , , , , , , , , , , , ,0.016152, , ,0.028900, , , , , , , ,0.009334, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.057785, ,0.062848, , ,0.106636,0.036225,0.110648, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
    Number of Spikes per Burst - Avg, , , , , , , , , , , , , , , , ,11.500000, ,11.571429,13.000000,14.222222, , ,6.000000, ,11.200000,16.222222,15.312500, ,10.333333,7.833333,9.714286,6.300000,42.000000,27.000000,13.857143,34.000000, ,19.000000, ,32.000000,38.000000,7.000000,19.000000,10.000000, ,34.666667,71.000000, , , , , , , , , , , , , , , , , , ,14.700000,9.181818,11.120000, , , , , , , ,6.333333, , ,7.000000, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,13.000000, , ,11.000000, , , ,5.500000, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5.818182,13.214286,12.357143,9.483871, , , , , , , , , , ,7.500000,56.500000,15.000000, ,7.472222, , ,9.000000, , , ,6.527778,8.000000, , , ,6.000000, , , , , , , , , , , , , , , , ,5.333333, , ,7.428571, , , , , , , ,5.000000, , , , , , , , , , , , , , , , , , , , , , ,5.000000, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7.333333, ,5.500000, , ,7.000000,10.000000,13.000000, ,8.000000, ,6.000000, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,39.000000
    Number of Spikes per Burst - Std, , , , , , , , , , , , , , , , ,3.422614, ,3.408672,3.162278,4.790036, , ,0.816497, ,5.734607,5.696002,6.809001, ,2.250926,1.169045,2.429972,3.540740, ,36.373067,21.247969, , , , , , , , , , ,51.384174, , , , , , , , , , , , , , , , , , , ,17.842510,8.483138,13.004230, , , , , , , ,2.309401, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5.291503, , ,4.582576, , , ,0.707107, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.750757,3.745327,2.560263,4.373183, , , , , , , , , , ,2.549510,14.849242,2.828427, ,3.037726, , ,2.828427, , , ,2.873386,4.387482, , , , , , , , , , , , , , , , , , , , ,0.577350, , ,2.760262, , , , , , , ,0.000000, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.732738, ,0.707107, , ,3.464102,7.071068,9.899495, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
    Mean ISI within Burst - Avg (sec), , , , , , , , , , , , , , , , ,0.003510, ,0.005447,0.003302,0.003315, , ,0.006518, ,0.004524,0.003299,0.005991, ,0.004514,0.004325,0.005563,0.011896,0.004827,0.008483,0.014525,0.004713, ,0.009778, ,0.005306,0.005282,0.028627,0.010396,0.016640, ,0.006913,0.004493, , , , , , , , , , , , , , , , , , ,0.004559,0.013254,0.006826, , , , , , , ,0.031393, , ,0.027293, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.003779, , ,0.003909, , , ,0.004824, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.009764,0.006263,0.005860,0.006912, , , , , , , , , , ,0.007874,0.003091,0.008682, ,0.027201, , ,0.003105, , , ,0.011519,0.004032, , , ,0.007392, , , , , , , , , , , , , , , , ,0.009325, , ,0.010928, , , , , , , ,0.004470, , , , , , , , , , , , , , , , , , , , , , ,0.024860, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.006063, ,0.021226, , ,0.020049,0.008234,0.014648, ,0.028389, ,0.008848, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.006152
    Mean ISI within Burst - Std (sec), , , , , , , , , , , , , , , , ,0.000785, ,0.003335,0.000641,0.000596, , ,0.002167, ,0.002336,0.000801,0.004371, ,0.001093,0.002377,0.002779,0.003947, ,0.003503,0.006444, , , , , , , , , , ,0.004806, , , , , , , , , , , , , , , , , , , ,0.001648,0.009781,0.003421, , , , , , , ,0.030602, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.000206, , ,0.000205, , , ,0.000079, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.006158,0.003270,0.002121,0.006609, , , , , , , , , , ,0.005382,0.000061,0.000993, ,0.016045, , ,0.000564, , , ,0.007600,0.000832, , , , , , , , , , , , , , , , , , , , ,0.002355, , ,0.003394, , , , , , , ,0.002333, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.004171, ,0.017301, , ,0.010368,0.002677,0.002863, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
    Median ISI within Burst - Avg (sec), , , , , , , , , , , , , , , , ,0.002815, ,0.003651,0.002851,0.002804, , ,0.005200, ,0.003248,0.002760,0.003045, ,0.003020,0.003107,0.004846,0.009678,0.003280,0.007227,0.013526,0.003760, ,0.003560, ,0.003920,0.003600,0.013920,0.003400,0.003440, ,0.003160,0.002680, , , , , , , , , , , , , , , , , , ,0.002784,0.008629,0.003277, , , , , , , ,0.024493, , ,0.012120, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.003387, , ,0.003347, , , ,0.004600, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.006160,0.003131,0.003197,0.004008, , , , , , , , , , ,0.004832,0.002660,0.005660, ,0.023663, , ,0.003040, , , ,0.006823,0.003791, , , ,0.006960, , , , , , , , , , , , , , , , ,0.004200, , ,0.008880, , , , , , , ,0.004000, , , , , , , , , , , , , , , , , , , , , , ,0.021440, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.003848, ,0.020460, , ,0.012000,0.007290,0.008960, ,0.033440, ,0.003520, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.003440
    Median ISI within Burst - Std (sec), , , , , , , , , , , , , , , , ,0.000255, ,0.001533,0.000367,0.000519, , ,0.002591, ,0.000638,0.000301,0.000562, ,0.000403,0.000676,0.004156,0.004182, ,0.004146,0.006471, , , , , , , , , , ,0.000454, , , , , , , , , , , , , , , , , , , ,0.000187,0.014367,0.000693, , , , , , , ,0.034100, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.000340, , ,0.000061, , , ,0.001188, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.003323,0.000791,0.000456,0.004323, , , , , , , , , , ,0.001999,0.000141,0.001047, ,0.018887, , ,0.000792, , , ,0.008340,0.000824, , , , , , , , , , , , , , , , , , , , ,0.001010, , ,0.004134, , , , , , , ,0.001980, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.001169, ,0.022033, , ,0.005044,0.003231,0.001131, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
    Median/Mean ISI within Burst, , , , , , , , , , , , , , , , ,0.823273, ,0.766255,0.875291,0.852017, , ,0.798615, ,0.780644,0.857162,0.685185, ,0.697191,0.795254,0.798983,0.810818,0.679466,0.801593,0.902688,0.797840, ,0.364091, ,0.738813,0.681539,0.486260,0.327063,0.206731, ,0.613289,0.596540, , , , , , , , , , , , , , , , , , ,0.681009,0.586418,0.584920, , , , , , , ,0.550280, , ,0.444064, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.895018, , ,0.857647, , , ,0.951672, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.721516,0.611432,0.617814,0.637461, , , , , , , , , , ,0.723045,0.861079,0.649240, ,0.785788, , ,0.971827, , , ,0.571604,0.941062, , , ,0.941558, , , , , , , , , , , , , , , , ,0.452286, , ,0.792610, , , , , , , ,0.902169, , , , , , , , , , , , , , , , , , , , , , ,0.862430, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.775072, ,0.809906, , ,0.688738,0.865328,0.631313, ,1.177939, ,0.397830, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.559206
    Inter-Burst Interval - Avg (sec), , , , , , , , , , , , , , , , ,15.871909, ,18.505320,18.517040,13.887810, , ,37.033787, ,8.222303,13.887780,7.677435, ,22.218672,22.222320,18.517053,4.447116, ,51.656680,17.231013, , , , , , , , , , ,40.683600, , , , , , , , , , , , , , , , , , , ,0.282566,0.679920,0.341407, , , , , , , ,4.097720, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,53.254720, , ,53.254280, , , ,44.512560, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9.879448,8.244222,8.243329,3.935048, , , , , , , , , , ,10.977778,24.430320,24.433120, ,3.215408, , ,33.638880, , , ,3.397840,12.611010, , , , , , , , , , , , , , , , , , , , ,26.368920, , ,15.381947, , , , , , , ,33.914560, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5.725600, ,43.487760, , ,26.644040,22.303307,67.051440, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
    Inter-Burst Interval - Std (sec), , , , , , , , , , , , , , , , ,9.512466, ,10.545536,10.547019,5.772161, , ,23.481402, ,4.361076,6.671502,3.484051, ,10.097489,10.073919,10.545618,2.346506, ,67.329746,20.547028, , , , , , , , , , ,19.299603, , , , , , , , , , , , , , , , , , , ,0.142503,0.421200,0.211971, , , , , , , ,5.178228, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,74.043923, , ,74.045450, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5.390546,4.681337,4.677828,1.984804, , , , , , , , , , ,8.255218, , , ,1.975502, , , , , , ,2.158264,5.527332, , , , , , , , , , , , , , , , , , , , ,16.002279, , ,9.793425, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2.329392, , , , ,1.618143,8.318828, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
    Burst Frequency (Hz), , , , , , , , , , , , , , , , ,0.066667, ,0.058333,0.058333,0.075000, , ,0.033333, ,0.125000,0.075000,0.133333, ,0.050000,0.050000,0.058333,0.166667,0.008333,0.025000,0.058333,0.008333, ,0.008333, ,0.008333,0.008333,0.008333,0.008333,0.008333, ,0.025000,0.008333, , , , , , , , , , , , , , , , , , ,0.250000,0.091667,0.208333, , , , , , , ,0.025000, , ,0.008333, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.025000, , ,0.025000, , , ,0.016667, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.091667,0.116667,0.116667,0.258333, , , , , , , , , , ,0.083333,0.016667,0.016667, ,0.300000, , ,0.016667, , , ,0.300000,0.075000, , , ,0.008333, , , , , , , , , , , , , , , , ,0.025000, , ,0.058333, , , , , , , ,0.016667, , , , , , , , , , , , , , , , , , , , , , ,0.008333, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.175000, ,0.016667, , ,0.025000,0.033333,0.016667, ,0.008333, ,0.008333, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.008333
    IBI Coefficient of Variation, , , , , , , , , , , , , , , , ,0.599327, ,0.569865,0.569585,0.415628, , ,0.634054, ,0.530396,0.480386,0.453804, ,0.454460,0.453324,0.569508,0.527647, ,1.303408,1.192445, , , , , , , , , , ,0.474383, , , , , , , , , , , , , , , , , , , ,0.504317,0.619485,0.620876, , , , , , , ,1.263685, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.390373, , ,1.390413, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.545632,0.567833,0.567468,0.504391, , , , , , , , , , ,0.751994, , , ,0.614386, , , , , , ,0.635187,0.438294, , , , , , , , , , , , , , , , , , , , ,0.606861, , ,0.636683, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.406838, , , , ,0.060732,0.372986, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
    Normalized Duration IQR, , , , , , , , , , , , , , , , ,0.258523, ,0.194294,0.239245,0.000000, , ,0.297209, ,0.691299,0.000000,0.000000, ,0.000000,0.000000,0.202796,0.370193, , ,0.386586, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.677726,2.015192,0.656825, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.540950,0.489487,0.401686,1.233976, , , , , , , , , , ,1.544755, , , ,0.887937, , , , , , ,1.078665,0.000000, , , , , , , , , , , , , , , , , , , , , , , ,0.461149, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.903431, , , , , ,0.327125, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
    Burst Percentage, , , , , , , , , , , , , , , , ,75.409836,0.000000,59.558824,85.849057,75.739645,0.000000, ,66.666667,0.000000,81.951220,77.248677,64.814815, ,61.386139,85.454545,80.000000,62.376238,68.852459,65.322581,54.802260,100.000000, ,100.000000, ,100.000000,100.000000,100.000000,23.750000,100.000000, ,68.874172,68.932039, , , , , , , , , , , , , , , , , , ,100.000000,62.732919,94.237288, , , , , , , ,24.675325,0.000000,0.000000,31.818182, , , , , ,0.000000, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,100.000000, , ,100.000000, , , ,18.965517,0.000000, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.000000,80.000000,89.371981,93.513514,72.413793, ,0.000000,0.000000, , , , ,0.000000, , ,78.125000,86.923077,100.000000, ,30.637813,0.000000,0.000000,56.250000,0.000000, , ,49.266247,75.000000, , ,0.000000,1.595745, , , , , , , , , , , , , , , , ,8.163265,0.000000, ,26.943005, , , , , , , ,10.638298, , , , , , , , , , , ,0.000000, , , , , , , , , , ,23.809524, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.000000, , , ,66.094421, ,8.800000, ,0.000000,7.720588,65.573770,74.285714,0.000000,100.000000, ,25.000000, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.000000, , , , , ,90.697674
Viability Metrics
    Resistance (kOhms),26.966476,25.893028,42.046211,16.781885,49.540356,39.211804,37.345417,13.139152,36.573552,12.250933,25.829246,46.396541, ,11.284725,15.144373,22.920875,32.335947,18.998509,28.353782,29.789609,42.185589, ,10.602002,21.025634,11.319092,34.325128,36.185716,40.061232, ,23.408432,18.910405,25.798069,35.738982,26.124005,37.661220,32.158350,18.210801, ,23.651668, ,23.902889,22.430232,13.749838,20.987181, ,10.296413,30.996971,34.510968,10.122548,15.123820,10.056234,14.612782,14.524365,11.579959,12.700431,10.563095, ,28.429337,10.222522, , ,11.327054,10.040221,9.541907,10.311600,10.113893,28.918610,17.549592,15.492655,10.620884,9.609946,9.863935, , ,10.038640,9.939104, ,10.328070,10.509533,25.269924,25.114402,29.832243,10.467693,9.852260,37.441814,39.258769,10.448605,11.667906,25.989382,13.915727,10.609104,10.068410, ,21.523420,16.339724,13.019096,12.425751,11.426141,17.499171,18.611870,11.234580,11.201324,11.278983, , ,42.508756,42.947586,29.242640, ,31.943058,14.265351,26.070208,30.948069,11.531790,11.734355,11.746913,11.599207,21.071402,11.359526, ,23.580449,11.341329,11.453997,11.409741, ,14.555406,11.442877,11.821250,18.476980,34.435561,11.401318,48.173271,24.106639,22.784415,28.796419,29.096852,37.330835,39.007802,30.316244,31.395954, ,45.900919,46.246183,26.324706,22.861822,12.931432,14.628313,11.713578,18.119494,15.047601,11.452986,22.440718,16.599940,17.243674,30.951275,26.481167, ,35.178652,40.381302,29.228541,12.886024,21.765618,27.246950,26.280458,28.715111,11.481286,11.828781,11.756623, ,11.855227,11.105765, , ,10.958722,11.460862,16.771981,35.452973,21.565364,12.018956,43.257571,13.869938,22.736377,41.952172,14.721111, ,13.299272,42.385881,40.621054, ,17.045507,20.137622,37.881852,32.927113,22.630812,22.042918,11.753811,20.868944,19.738741,39.000342,11.969073,31.238988,18.867818,41.754623,23.542103, ,14.961904,45.449572,32.018227,29.702734,27.758304,11.944445,21.574701,11.690406, ,11.716835,11.417487,12.052710,11.945278,12.265144,41.223409, ,11.496306,11.707528,14.286780,30.727901,18.090691,11.740165,12.877890,17.374194,14.230662,11.583670,31.831871, ,12.017073,12.217858,11.936611, ,14.910804,13.970049,11.724433,42.508736,13.859756, ,12.120296,36.307540,15.140390,11.756696,12.109163,34.070090, ,13.073310, , ,14.120384,13.429984,12.360220,10.702102,10.664640,12.030516,11.137482,10.208460,10.592419,10.906473,10.808786,10.352116, ,11.844662,21.845528, ,24.586319,26.187401, ,9.856670,9.957673, ,9.858100,10.341984,14.351723,10.177640,9.981680,13.554687,18.610227,10.334944,10.196780, ,31.688229,10.576047,20.094643,19.118479,18.304221,10.812220,10.232165,26.295439,36.044622,13.662684,40.798673,23.935091,11.101515,38.894001,29.363529, ,29.977590,10.985948,11.311989,6.153797,6.211775,5.255959,6.162204,6.212467,5.256610,6.109856, ,6.209086,6.268977,6.231518,6.177137, ,6.180549,6.181582,6.167379,25.302239,10.960051,12.749003,11.218035,38.431127, ,33.084878, ,16.856826,23.537259,19.461694,19.490921, ,14.380432,13.314346,12.806147,15.192416,11.287948, ,28.487260,12.392686,11.424542,10.978451,11.391920,11.932503,35.230146,15.143980,19.818264, ,22.915568,32.302946,12.735525,10.321372,27.651937,10.818701,14.052830,10.671041,23.234392,10.657315,10.700879, , ,10.408072,10.623985, ,11.817219,35.400693,10.245989,10.669215,11.880329,16.296714,10.473522, ,11.041050,10.675466,12.216327,12.724194,11.160983,10.671125,11.455557, ,10.865027,13.095093,29.506989

