Investigator,Maddy,Time (s),Electrode,Size (spikes),Duration (s)
,,04764.202800,A1_11,9,0.03024
,,04764.212960,A1_12,6,0.02256
,,04764.216240,A1_13,10,0.026
,,04764.214160,A1_22,7,0.02184
,,04764.209920,A1_23,14,0.03384
,,04764.224880,A1_33,5,0.01648
,,04763.770720,A1_34,32,0.4768
,,04764.164960,A1_43,5,0.15696
,,04764.522640,C3_21,5,0.02968
,,04764.513680,B6_14,6,0.0628
,,04764.562720,B6_33,8,0.02312
,,04764.564640,B6_23,10,0.02456
,,04764.565120,B6_34,5,0.01192
,,04764.564240,B6_44,6,0.028
,,04764.573200,B6_22,5,0.0156
,,04764.672480,B1_33,10,0.08808
,,04764.678800,A1_41,18,0.13664
,,04764.671920,A1_21,35,0.1524
,,04764.678320,A1_31,18,0.13544
,,04764.684000,A1_11,15,0.13056
,,04764.691920,A1_12,10,0.12056
,,04764.695680,A1_13,16,0.12696
,,04764.693120,A1_22,10,0.12696
,,04764.679120,A1_23,26,0.15128
,,04764.702720,A1_33,8,0.12312
,,04765.135040,A1_22,5,0.01184
,,04764.442000,A1_43,11,0.58104
,,04765.128640,A1_41,7,0.03504
,,04765.119520,A1_21,15,0.04256
,,04765.121600,A1_31,12,0.0312
,,04765.130000,A1_11,8,0.0224
,,04765.133440,A1_12,6,0.02056
,,04765.141840,A1_13,11,0.02536
,,04765.130560,A1_23,12,0.02968
,,04764.387120,A1_34,45,0.87144
,,04765.090560,A3_41,7,0.10592
,,04765.098320,A3_21,18,0.10248
,,04765.081360,A3_31,26,0.12376
,,04765.071600,A3_11,14,0.1304
,,04765.075360,A3_12,30,0.13008
,,04765.076000,A3_13,38,0.14008
,,04765.084480,A3_23,17,0.11704
,,04765.075280,A3_14,39,0.13648
,,04765.100400,A3_33,8,0.09832
,,04765.079440,A3_34,21,0.12344
,,04765.091840,A3_32,23,0.1036
,,04765.081040,A3_44,40,0.1256
,,04765.080240,A3_43,40,0.13064
,,04765.565600,B1_41,16,0.15712
,,04765.587360,B1_21,14,0.1736
,,04765.591120,B1_11,16,0.13104
,,04765.565600,B1_12,18,0.17384
,,04765.587920,B1_13,25,0.27624
,,04765.587360,B1_22,12,0.11432
,,04765.591520,B1_23,11,0.2012
,,04765.565600,B1_14,13,0.13296
,,04765.587440,B1_33,14,0.26952
,,04765.567840,B1_34,18,0.24224
,,04765.587440,B1_32,14,0.27072
,,04765.587520,B1_43,9,0.1432
,,04765.587520,B1_44,9,0.13784
,,04765.595680,B1_42,8,0.13368
,,04765.729280,B6_14,10,0.02672
,,04765.748720,B6_11,7,0.01616
,,04765.739520,B6_23,6,0.01656
,,04765.972240,B1_21,6,0.03384
,,04765.972080,B1_11,6,0.03144
,,04765.972080,B1_12,10,0.04336
,,04765.972160,B1_13,13,0.14288
,,04765.972240,B1_22,6,0.03672
,,04765.972720,B1_23,8,0.12136
,,04765.972320,B1_14,10,0.0364
,,04765.999200,B1_33,10,0.11944
,,04765.988960,B1_32,6,0.12072
,,04765.927200,B5_14,19,0.0992
,,04765.925600,B5_12,11,0.10008
,,04765.918960,B5_13,24,0.11144
,,04765.941680,B5_44,7,0.06048
,,04765.919120,B5_21,35,0.1412
,,04765.925040,B5_31,11,0.11944
,,04765.364320,A1_34,17,0.87936
,,04766.729600,B1_33,19,0.0624
,,04766.728080,B1_34,7,0.0352
,,04766.750960,B1_32,12,0.0408
,,04766.740240,B1_44,5,0.02888
,,04766.529120,A1_34,6,0.22392
,,04766.639840,B6_14,9,0.02376
,,04766.635600,B6_33,14,0.0476
,,04766.639360,B6_23,13,0.03344
,,04766.638400,B6_34,8,0.02592
,,04766.636720,B6_44,10,0.11424
,,04766.641840,B6_21,10,0.08816
,,04766.646240,B6_22,10,0.03928
,,04766.901040,D3_21,13,0.03824
,,04766.915520,D3_11,5,0.0108
,,04766.899760,D3_23,7,0.02296
,,04767.860080,B2_41,5,0.03616
,,04767.984800,B1_33,5,0.01992
,,04768.321600,A5_14,6,0.1
,,04768.309920,A5_13,24,0.1256
,,04768.303840,A5_21,14,0.12784
,,04768.625520,B6_34,8,0.02072
,,04768.614400,B1_33,14,0.1284
,,04768.604080,B1_32,9,0.13968
,,04768.635600,C2_11,10,0.0928
,,04768.632240,C2_14,16,0.10168
,,04768.638400,C2_34,5,0.09416
,,04768.706480,A4_14,6,0.0184
,,04768.701760,A4_12,5,0.01392
,,04768.707120,A4_23,5,0.03776
,,04768.706640,A4_24,7,0.03824
,,04768.705360,A4_44,6,0.01704
,,04768.706960,A4_41,5,0.03504
,,04768.627760,A5_14,5,0.09216
,,04768.615120,A5_13,17,0.1592
,,04768.611360,A5_21,13,0.15632
,,04768.628000,B6_14,9,0.02208
,,04768.624400,B6_33,10,0.02816
,,04768.626240,B6_23,13,0.03064
,,04768.625120,B6_44,14,0.04304
,,04768.630160,B6_21,5,0.02464
,,04768.635600,B6_22,7,0.01992
,,04768.893680,A3_41,6,0.0888
,,04768.891600,A3_21,20,0.11192
,,04768.874720,A3_31,25,0.12664
,,04768.864560,A3_11,14,0.13856
,,04768.888000,A3_12,32,0.12072
,,04768.868720,A3_13,44,0.15008
,,04768.877920,A3_23,18,0.1268
,,04768.868160,A3_14,44,0.14648
,,04768.872400,A3_34,24,0.12976
,,04768.882000,A3_32,29,0.1224
